netid,name,duke_email,phone_number,affiliation,school,password
ztn576,Worthy Yurocjkin,ztn576@duke.edu,6070427223,Undergraduate,Pratt,3BBddiuqfLf
yiv109,Brendin Cotelard,yiv109@duke.edu,8453835271,Undergraduate,Trinity,4AQ2yQkYwLw
mnu593,Gan Dimitriades,mnu593@duke.edu,5748489922,Undergraduate,Pratt,zFjSKVacxdu
ynd923,Brook Dent,ynd923@duke.edu,2090273849,Undergraduate,Pratt,Z9AXFZ4V
uwq738,Scarface Pietraszek,uwq738@duke.edu,2568613833,Undergraduate,Pratt,Z5duZh31
kqw326,Brnaba Jeffry,kqw326@duke.edu,2405512561,Undergraduate,Pratt,ArVUI1KpzTI
rtz448,Rosamond Bines,rtz448@duke.edu,9568320627,Undergraduate,Pratt,ylHK7Z0M
fis015,Granny Brodnecke,fis015@duke.edu,7914396520,Undergraduate,Trinity,bU3zxIM2GkJ
kjs550,Kerrin Dubs,kjs550@duke.edu,1699027019,Undergraduate,Pratt,lqA0DipBv5
lhz221,Florenza Alenichev,lhz221@duke.edu,8915659097,Undergraduate,Trinity,FG6q6qGu
tns157,Sharia Henden,tns157@duke.edu,3385739106,Undergraduate,Trinity,XINZbezPK
bnd300,Elisha Landers,bnd300@duke.edu,6510098610,Undergraduate,Trinity,M7TkKBX3DD
zfs801,Kristos Belcham,zfs801@duke.edu,1272058230,Undergraduate,Pratt,VYz5RkkX
wli461,Herrick Marjoribanks,wli461@duke.edu,9599942196,Undergraduate,Trinity,rpduZ2et
nzx432,Crosby O'Heffernan,nzx432@duke.edu,6021233614,Undergraduate,Trinity,iLkHP1Y
bse740,Perceval Clell,bse740@duke.edu,1974360749,Undergraduate,Pratt,c8aSbiDr3
tfg173,Bastian Deluce,tfg173@duke.edu,2972986008,Undergraduate,Pratt,jZFffzjlmjj9
ehz420,Cletus Milbank,ehz420@duke.edu,5226064403,Undergraduate,Pratt,7PGsOP
zgd606,Shaylah Loudian,zgd606@duke.edu,2655756343,Undergraduate,Trinity,opBM3tYN
uha341,Helene Dobson,uha341@duke.edu,4206080956,Undergraduate,Pratt,0ktU8iKC4bNx
aqr750,Abran Wadlow,aqr750@duke.edu,5862840219,Undergraduate,Trinity,q7NH6hS5vW
uxs233,Correy Casse,uxs233@duke.edu,7003464866,Undergraduate,Pratt,gwRCVF
djr241,Lexie Pidwell,djr241@duke.edu,1102411483,Undergraduate,Pratt,g2kI3PjJ
bri939,Shurlocke Sutherland,bri939@duke.edu,5209352568,Undergraduate,Trinity,vJhS70NhU
byk239,Erick Surcombe,byk239@duke.edu,8455297841,Undergraduate,Trinity,9fdzoqL
dkx375,Marinna Boxen,dkx375@duke.edu,4736060549,Undergraduate,Trinity,rmmYeA
rkb132,Nolana Kilvington,rkb132@duke.edu,4433928744,Undergraduate,Pratt,4XvvTuH
dzu492,Guthrie Taverner,dzu492@duke.edu,3595060213,Undergraduate,Pratt,EHO37TczG
ins292,Casar Kopp,ins292@duke.edu,2554366766,Undergraduate,Trinity,K4WisVgB
ave674,Theresita Stitt,ave674@duke.edu,2812547432,Undergraduate,Trinity,nLmK2F
jdi233,Allistir Amiable,jdi233@duke.edu,3932154107,Undergraduate,Trinity,cTaiqn4
bjz690,Sasha Barford,bjz690@duke.edu,8346434369,Undergraduate,Trinity,YKAmrBE
dte151,Kerwin Matthaus,dte151@duke.edu,6637555289,Undergraduate,Trinity,XfpWCfiYUZhd
suh827,Parke Bricknell,suh827@duke.edu,1729524304,Undergraduate,Trinity,G9ycsN2nomU
ywz106,Donnie Keyzman,ywz106@duke.edu,7994212906,Undergraduate,Pratt,vWLo5s
lod233,Marla Blackburn,lod233@duke.edu,501707789,Undergraduate,Trinity,sti3u4SA
zsw988,Saw Trasler,zsw988@duke.edu,9396701261,Undergraduate,Pratt,ln67XjcycjnC
pnx737,Laurianne De Giovanni,pnx737@duke.edu,4044644972,Undergraduate,Pratt,lUg7KZ
qpg657,Giffer Zywicki,qpg657@duke.edu,276734935,Undergraduate,Pratt,KwFkGuVvB
xbu574,Zane Jaimez,xbu574@duke.edu,5674129717,Undergraduate,Pratt,Fqt5orS
vpz858,Vanessa Giffaut,vpz858@duke.edu,3747374750,Undergraduate,Pratt,RwSXsa
scf668,Giralda Leipold,scf668@duke.edu,4388022276,Undergraduate,Trinity,lyxAbe0dt
oul431,Beverie Aupol,oul431@duke.edu,420266349,Undergraduate,Pratt,gs9HyG
wth936,Marjorie Zimmer,wth936@duke.edu,8394299642,Undergraduate,Pratt,9bpAqGzHN
qpl159,Nanon McTeer,qpl159@duke.edu,5873801554,Undergraduate,Trinity,FYpvdX0RtN1r
shk552,Humfrid Jeenes,shk552@duke.edu,8133659356,Undergraduate,Pratt,ebd6Dt
tsa711,Jsandye Snar,tsa711@duke.edu,7771802981,Undergraduate,Pratt,5NSogpdRi8U
gys360,Kenon Krug,gys360@duke.edu,4073372960,Undergraduate,Trinity,r964J5gSbft
jts623,Baryram Ansett,jts623@duke.edu,549711856,Undergraduate,Pratt,r3oJiPyyGc2
rqf145,Vinni Ellerbeck,rqf145@duke.edu,731415839,Undergraduate,Pratt,ISMZDtn0
sbq054,Charis Pechan,sbq054@duke.edu,5386605955,Undergraduate,Pratt,qEaf2Gw
kid495,Minni Pyatt,kid495@duke.edu,8481369317,Undergraduate,Trinity,3xaGoQ
lnx291,Ambrose Rosenstengel,lnx291@duke.edu,436229628,Undergraduate,Pratt,B1RYC2Ykz
vhn283,Lura Behagg,vhn283@duke.edu,7020829391,Undergraduate,Trinity,9LCahV
vip441,Bernete Guerreru,vip441@duke.edu,3969951415,Undergraduate,Pratt,tX5UwW9
ekq566,Clotilda Stonham,ekq566@duke.edu,2939429388,Undergraduate,Trinity,0M4xBXI27y68
zbi295,Rem Robertazzi,zbi295@duke.edu,7499224047,Undergraduate,Pratt,g2qlG7mWv
gqb328,Celestyn MacClenan,gqb328@duke.edu,4547762251,Undergraduate,Trinity,Ssmy4EoKrr4
rlb947,Danica Hodgen,rlb947@duke.edu,1109644603,Undergraduate,Pratt,ETDQ8Kk
ipa841,Kore Madgin,ipa841@duke.edu,5066506824,Undergraduate,Trinity,q6Vvmu0FhXx4
xvs099,Corene Drysdale,xvs099@duke.edu,7029087070,Undergraduate,Trinity,XbKTypdgbtc
zch492,Klara Eastwood,zch492@duke.edu,3160489275,Undergraduate,Trinity,oafwwLc
bpu298,Brunhilda Malia,bpu298@duke.edu,2438717166,Undergraduate,Trinity,tGDYR5fUe
knu466,Les Lowery,knu466@duke.edu,1718337568,Undergraduate,Trinity,QoVncAdFJ9V
ngq427,Lorinda Millichap,ngq427@duke.edu,9225197294,Undergraduate,Pratt,E1FKzeDe
jtr416,Courtney Alenichev,jtr416@duke.edu,9825496382,Undergraduate,Pratt,2yNOuCLD
fwk879,Liana Gravett,fwk879@duke.edu,164565873,Undergraduate,Trinity,nn556yHOMo
gfv627,Ringo Davidov,gfv627@duke.edu,9589453512,Undergraduate,Pratt,AwxqJ8cE05Xb
lfz674,Tiphanie Climson,lfz674@duke.edu,5130523436,Undergraduate,Pratt,uljC58PntV02
tmn375,Riki Binding,tmn375@duke.edu,8303161904,Undergraduate,Trinity,PP9KGK97uhh
adc811,Jolee Duns,adc811@duke.edu,3772196553,Undergraduate,Pratt,sq5YBTq
xaw479,Ekaterina Verner,xaw479@duke.edu,9904048676,Undergraduate,Pratt,R86Fg5d00
bdh576,Ethelyn Silliman,bdh576@duke.edu,8891797837,Undergraduate,Trinity,8wGAaOqOPA
jxp184,Demetris Ferenczy,jxp184@duke.edu,4923348277,Undergraduate,Pratt,6cjhsRf
clf736,Arin Twydell,clf736@duke.edu,7215555877,Undergraduate,Trinity,ebsnVVU
svx294,Gillian Amiranda,svx294@duke.edu,5433568597,Undergraduate,Pratt,VUV2HYfH7MB
dmz815,Paco Enriques,dmz815@duke.edu,2848670861,Undergraduate,Trinity,l1OIEezR
dip007,Perkin Treslove,dip007@duke.edu,1682624542,Undergraduate,Pratt,zaVT1DlE
uaz614,Corrie Ondrusek,uaz614@duke.edu,623061838,Undergraduate,Trinity,3eGMdSC
mvi298,Aurore Brazer,mvi298@duke.edu,8727920318,Undergraduate,Trinity,oxK9BiaNKi
yzi522,Elsbeth Sherry,yzi522@duke.edu,9811924082,Undergraduate,Pratt,VxxKx5T
qux399,Monica Samwaye,qux399@duke.edu,7982092421,Undergraduate,Trinity,2h8MUrW4rx
hwd360,Kerk Yeats,hwd360@duke.edu,8701672186,Undergraduate,Pratt,EAIjUjSGGXs
hor412,Christie Beaver,hor412@duke.edu,2643491502,Undergraduate,Trinity,RMjAkkERz2
cdl726,Lani MacKartan,cdl726@duke.edu,8232596759,Undergraduate,Trinity,C7Mv8mRZc
xns226,Powell McBrady,xns226@duke.edu,4868986435,Undergraduate,Trinity,A29IbhFwMT
imt550,Devland Puddifer,imt550@duke.edu,881345237,Undergraduate,Pratt,l8Ygwu
pkc483,Claudio Brosnan,pkc483@duke.edu,268511614,Undergraduate,Trinity,FFR1lq
xfe629,Jodi Press,xfe629@duke.edu,4244896093,Undergraduate,Pratt,XXq2El4s5V
hsl881,Audi Wraxall,hsl881@duke.edu,4349071021,Undergraduate,Pratt,R3lfOrwrM
pkc177,Pam Snibson,pkc177@duke.edu,5658703143,Undergraduate,Pratt,6zBsKX
idy064,Dion Pumphreys,idy064@duke.edu,2646339490,Undergraduate,Pratt,DfrD0F5P60LA
xju879,Heinrik Dunkerley,xju879@duke.edu,1426760338,Undergraduate,Pratt,799QK6R
pfe343,Nollie Reubel,pfe343@duke.edu,9874667576,Undergraduate,Trinity,XFfJX9TF
jbo546,Adamo Dorkens,jbo546@duke.edu,8435534200,Undergraduate,Trinity,dNtLrIBh
fro202,Clemmie Persich,fro202@duke.edu,4109009799,Undergraduate,Pratt,eEOJHwnn25p
cxm587,Jordain Blindermann,cxm587@duke.edu,1572844102,Undergraduate,Trinity,mQofMT9
jke526,Alice Falck,jke526@duke.edu,7531727764,Undergraduate,Pratt,xasCJTRw4dQ
alx392,Erl Geraudel,alx392@duke.edu,6852217723,Undergraduate,Trinity,mwNH5UH5HN
hzi546,Marion Kingdon,hzi546@duke.edu,8952828760,Undergraduate,Trinity,GDjec4Y
vsl722,Leonidas Bohea,vsl722@duke.edu,1166473685,Undergraduate,Pratt,ew1HFYrLNMY
lcz133,Aindrea Glasby,lcz133@duke.edu,9912729475,Undergraduate,Trinity,uQ9Xi4bYbXH
xbz255,Candide Jonathon,xbz255@duke.edu,686442415,Undergraduate,Pratt,9gFVUZpH
ito166,Nona Petters,ito166@duke.edu,4853965817,Undergraduate,Trinity,6ul0NOeF6j59
bqs905,Shelby Dunkerley,bqs905@duke.edu,6015974984,Undergraduate,Pratt,j7AnRrqn2Al
vfb594,Calida Stainer,vfb594@duke.edu,7242739858,Undergraduate,Trinity,c88rBin
rmp195,Monika Clancy,rmp195@duke.edu,9934560245,Undergraduate,Pratt,yjcxMTRMU
tzi867,Morly Piwell,tzi867@duke.edu,6300829069,Undergraduate,Pratt,jpol4V
cit498,Bobbie Ivens,cit498@duke.edu,4156954491,Undergraduate,Trinity,NneklF
whc998,Payton Murrish,whc998@duke.edu,6436127818,Undergraduate,Pratt,4plcGiiw
nqj544,Gaylord Voaden,nqj544@duke.edu,9293041791,Undergraduate,Trinity,Ybn2hEAN7y
jlz014,Nolana Trebilcock,jlz014@duke.edu,2169043961,Undergraduate,Trinity,aAtqpW4X5S1I
zof757,Lotti Domenicone,zof757@duke.edu,9726950004,Undergraduate,Trinity,OHrX9wbS
vus659,Opalina Costley,vus659@duke.edu,8876442560,Undergraduate,Pratt,yzJH7RS4uiC
zlj237,Barnie Stendell,zlj237@duke.edu,664093175,Undergraduate,Pratt,9V3zmrT
kuh502,Frasier Farrears,kuh502@duke.edu,2235412125,Undergraduate,Trinity,m9Jy6Wm
xbr395,Abramo Gandrich,xbr395@duke.edu,7572536382,Undergraduate,Trinity,vNwwJkuIfB
mgj704,Peri Retchford,mgj704@duke.edu,657005863,Undergraduate,Pratt,aAPp1c
cbh609,Luigi Gyorgy,cbh609@duke.edu,888634059,Undergraduate,Trinity,vzCpwIgN9v
hre166,Page Shedden,hre166@duke.edu,934600563,Undergraduate,Trinity,AkyaTlqh
cps142,Romona Coath,cps142@duke.edu,1929356443,Undergraduate,Pratt,XTmBmM
moc397,Bryant Hadrill,moc397@duke.edu,5304933421,Undergraduate,Trinity,MwdW1zb6
gjp715,Virge Abramovicz,gjp715@duke.edu,2211667200,Undergraduate,Pratt,iYQabcd5IHh
wdk954,Alfy Shortin,wdk954@duke.edu,3614145366,Undergraduate,Trinity,NkACCSLK
cor786,Carmela Bullon,cor786@duke.edu,254241463,Undergraduate,Trinity,gNX6mxj9o1Ji
lcx412,Bentley Adderson,lcx412@duke.edu,4485954532,Undergraduate,Trinity,E31rtLOzdpr
inx688,Madelene Grundey,inx688@duke.edu,8534595297,Undergraduate,Trinity,0yp9hrz4r
byd374,Arlina Pullen,byd374@duke.edu,4128120584,Undergraduate,Pratt,n9ppIabs
hrb956,Timmy Murrie,hrb956@duke.edu,2522032827,Undergraduate,Pratt,mQhrym
rvj499,Rob Swetman,rvj499@duke.edu,7994253652,Undergraduate,Trinity,UDdW85dFDe
nbz984,Muffin Prosh,nbz984@duke.edu,9106037927,Undergraduate,Pratt,sBST4K
oun795,Emanuel Looney,oun795@duke.edu,4160844789,Undergraduate,Pratt,uJc7HBJ
vcw128,Gerry Troni,vcw128@duke.edu,2260323838,Undergraduate,Pratt,mLBrN1C3HmJ1
vtp840,Zoe Venus,vtp840@duke.edu,9105550659,Undergraduate,Trinity,1yPVHh0Q
noi912,Analise Offill,noi912@duke.edu,8092689671,Undergraduate,Trinity,taNPngQC
thd442,Riccardo Lutman,thd442@duke.edu,6766679654,Undergraduate,Pratt,mNGwDyPn
psx384,Reggie Woollam,psx384@duke.edu,5612471175,Undergraduate,Trinity,cBxLIXN6SxN
xrd114,Josias Gillbe,xrd114@duke.edu,9855368364,Undergraduate,Trinity,O7Fk1WC
nrb434,Juanita Harcase,nrb434@duke.edu,1729087914,Undergraduate,Pratt,YPrKsMYGUhMO
ndq578,Yolanthe Harvard,ndq578@duke.edu,8426795280,Undergraduate,Pratt,v98iV3
wqh247,Baxie Lievesley,wqh247@duke.edu,1403539557,Undergraduate,Pratt,KuU9yBLurOM
ezv154,Ive Abrahamovitz,ezv154@duke.edu,1989953654,Undergraduate,Trinity,5SQ3JEqV
qyc556,Doloritas Treagus,qyc556@duke.edu,7446993603,Undergraduate,Pratt,UmJLQ6ScH16K
cei318,Sophia Gillicuddy,cei318@duke.edu,5180740953,Undergraduate,Trinity,YCHdbVJn
awy437,Thea Casari,awy437@duke.edu,2802579970,Undergraduate,Pratt,ICIG1XZXRK
zqe141,Othelia Masic,zqe141@duke.edu,5633731190,Undergraduate,Pratt,h2kCPz4R
efl134,Julieta Seson,efl134@duke.edu,9242063212,Undergraduate,Pratt,xFTUOUSNVYUe
vun321,Grantham Rickesies,vun321@duke.edu,3485063186,Undergraduate,Trinity,pt98hr3
nxz893,Roderic O'Malley,nxz893@duke.edu,3706288252,Undergraduate,Trinity,AUGLK15
diw478,Merilee Sutliff,diw478@duke.edu,3706010243,Undergraduate,Pratt,Rt9NmwrwPn3
bdt280,Marian Carcas,bdt280@duke.edu,1746055451,Undergraduate,Pratt,JEMBBpNsNcp
irx049,Anjanette Thursfield,irx049@duke.edu,887499720,Undergraduate,Trinity,TlvxiYF8
gep336,Inglebert Rought,gep336@duke.edu,8045499322,Undergraduate,Trinity,9ij0BazaaV
ltz038,Liesa Druhan,ltz038@duke.edu,8549395036,Undergraduate,Pratt,bmhSV73iR
fuv040,Gregorius Selly,fuv040@duke.edu,323006556,Undergraduate,Trinity,7NIO0A5KIDV
ktu591,Ilka aManger,ktu591@duke.edu,3018341562,Undergraduate,Pratt,qEZxvy0cK
wcr650,Christina Caddick,wcr650@duke.edu,4507662817,Undergraduate,Trinity,SEcSBrT4
dof998,Freda Alentyev,dof998@duke.edu,3150652397,Undergraduate,Pratt,2id9aB
wos438,Pierre Wrighton,wos438@duke.edu,5369663835,Undergraduate,Pratt,VhGM2DGLWe
mko306,Estrella Rapinett,mko306@duke.edu,5518926507,Undergraduate,Pratt,sWJIje2Ab
bup478,Fayette Venner,bup478@duke.edu,241643409,Undergraduate,Trinity,f1kqDVNZ
cwp047,Dev Huby,cwp047@duke.edu,3545995673,Undergraduate,Pratt,zg0QHJ9Kec
bme810,Harrie Hillett,bme810@duke.edu,9774794057,Undergraduate,Trinity,DnvaJzHO
abl148,Calli Lamb,abl148@duke.edu,4861763011,Undergraduate,Trinity,BxXoBFH
etx794,Dewey Gethouse,etx794@duke.edu,7517634017,Undergraduate,Trinity,03kf5s7erBVN
bnu006,Gloriana Marieton,bnu006@duke.edu,837391906,Undergraduate,Trinity,FJ11snKv
xbj545,Bron Fairley,xbj545@duke.edu,9152239848,Undergraduate,Trinity,XGLpZVVpUlv0
tfm863,Alysia Harlick,tfm863@duke.edu,8699441974,Undergraduate,Trinity,tq0dVtnXcJ
bla023,Mordecai Riolfo,bla023@duke.edu,3642498314,Undergraduate,Trinity,neZjpiE
nyo561,Pierette McNee,nyo561@duke.edu,261096607,Undergraduate,Trinity,ndsci75
zku523,Creighton Woofinden,zku523@duke.edu,2383600212,Undergraduate,Trinity,yAMcZgxDxi
adt257,Skyler Roadknight,adt257@duke.edu,8584007325,Undergraduate,Trinity,8TCw81
wvg862,Bordy Molyneux,wvg862@duke.edu,470069532,Undergraduate,Trinity,aahH1J
vcg240,Eugen Jenkison,vcg240@duke.edu,5076712516,Undergraduate,Trinity,HyDbd3C
wrl321,Annmaria Stelljes,wrl321@duke.edu,9783636871,Undergraduate,Pratt,L0Di7tH1aP
fks385,Tedmund Barkworth,fks385@duke.edu,264742170,Undergraduate,Trinity,7Q5Qn0
hwl114,Nolie Cariss,hwl114@duke.edu,1991345975,Undergraduate,Trinity,desozCZW8
bvh664,Palmer Bauer,bvh664@duke.edu,7038983493,Undergraduate,Trinity,5337SGblAr
dbf173,Alric Fillis,dbf173@duke.edu,9636819010,Undergraduate,Pratt,WG0dAiCpx
orn568,Sal Draye,orn568@duke.edu,3275787715,Undergraduate,Pratt,Trqfsj
frz158,Camala Flageul,frz158@duke.edu,5914971183,Undergraduate,Pratt,fSKtTH
tlc309,Marijo Jodlowski,tlc309@duke.edu,8046024697,Undergraduate,Trinity,muDz927nkCf
wrp830,Kaitlyn Carlyle,wrp830@duke.edu,9349808171,Undergraduate,Trinity,DoTbXogBojO
qha281,Tiertza Spadotto,qha281@duke.edu,9978367665,Undergraduate,Pratt,YLXbVm7f
ctw428,Lawry Viggers,ctw428@duke.edu,5835373351,Undergraduate,Trinity,SfyuNfm
shy977,Hinda Bourner,shy977@duke.edu,3732729952,Undergraduate,Pratt,yWkzamc
eac548,Muhammad Greatbatch,eac548@duke.edu,612082438,Undergraduate,Pratt,f0xenVAEj
cvr609,Mort Tomkiss,cvr609@duke.edu,122730000,Undergraduate,Pratt,7ccPZx44
itx536,Freddy Rawstorn,itx536@duke.edu,2296018733,Undergraduate,Pratt,7uicCKZG
wgs126,Sebastien Rowbottam,wgs126@duke.edu,2807366427,Undergraduate,Pratt,y5YRU5p7
her255,Annalee Lidyard,her255@duke.edu,5418997783,Undergraduate,Trinity,3cSoXdKFS
pey421,Nixie Haimes,pey421@duke.edu,6216867118,Undergraduate,Trinity,fmkJWcCViASI
pvw995,Ardith Thorington,pvw995@duke.edu,5781284896,Undergraduate,Pratt,Yyv5cjmT
ylm060,Lazare Screwton,ylm060@duke.edu,2973027244,Undergraduate,Pratt,yJ6EDjh
ple497,Cyrillus Choupin,ple497@duke.edu,9093711198,Undergraduate,Trinity,4CvQEfHPCN
pvu880,Oneida Ghidini,pvu880@duke.edu,4015211692,Undergraduate,Trinity,Z7OKUWl5CgP
alj835,Archaimbaud Pendergrast,alj835@duke.edu,6914743627,Undergraduate,Pratt,3TBwL7w
bnf682,Titus De Domenico,bnf682@duke.edu,1945579732,Undergraduate,Trinity,W31HWK
iql225,Filberte Millyard,iql225@duke.edu,4705094220,Undergraduate,Pratt,uGg5mcuOGT
kdu804,Wilbert Warburton,kdu804@duke.edu,1151314226,Undergraduate,Pratt,TdnqCm
uhq296,Holmes Bowditch,uhq296@duke.edu,5106434532,Undergraduate,Trinity,1YswjtNK
lre823,Violante Strathman,lre823@duke.edu,5574150935,Undergraduate,Trinity,Tfbj9vL
tli649,Galven Dowdeswell,tli649@duke.edu,8832571154,Undergraduate,Pratt,4rk7phjGwS8J
hip749,Verney Labbe,hip749@duke.edu,6015779407,Undergraduate,Pratt,T2D7saepVY
ahb409,Felizio Kermitt,ahb409@duke.edu,3213047621,Undergraduate,Pratt,8Qu0Lvcnahcc
vdf425,Sigfried Kinlock,vdf425@duke.edu,1327598695,Undergraduate,Trinity,O8NNpiMj
cji242,Lisa De Benedictis,cji242@duke.edu,3785176730,Undergraduate,Trinity,DvWGnA
thq375,Ashlie St. Pierre,thq375@duke.edu,7786089408,Undergraduate,Pratt,RHJD31jNPh6
fnc359,Morganica Sirman,fnc359@duke.edu,1131203205,Undergraduate,Trinity,YSrVnj
sri061,Drucy Espinola,sri061@duke.edu,5782223079,Undergraduate,Pratt,6bYcVUd1hzte
lik281,Debbi Corrison,lik281@duke.edu,2211263977,Undergraduate,Trinity,f8hcVpsscb4
sfb804,Kris Minchenton,sfb804@duke.edu,8116252683,Undergraduate,Pratt,TObu6cS6
yvs245,Keri Simacek,yvs245@duke.edu,8193578633,Undergraduate,Pratt,bCXS3C2
nlw484,Grover McInnerny,nlw484@duke.edu,7871448060,Undergraduate,Trinity,8SO3wBj
wtg975,Vi Newstead,wtg975@duke.edu,503970583,Undergraduate,Pratt,Dq0spFcBtT
lqf628,Kennedy Bonniface,lqf628@duke.edu,6927908879,Undergraduate,Trinity,BJjnlAjR9eM
ysz518,Buddie Lippitt,ysz518@duke.edu,1931950104,Undergraduate,Trinity,S4cPeZhOysGz
lqc235,Wilbur McConnulty,lqc235@duke.edu,7202085722,Undergraduate,Trinity,sixIZPMc
tel489,Raynard Wherry,tel489@duke.edu,3598072454,Undergraduate,Trinity,OB6cdeKa
itr920,Amandi Olley,itr920@duke.edu,4634942684,Undergraduate,Pratt,IqCJJA
qcj999,Honor Lively,qcj999@duke.edu,9749184022,Undergraduate,Trinity,l2uqyhP25X
phv391,Joice Deverille,phv391@duke.edu,3344778016,Undergraduate,Pratt,dJ07NCGM
chg720,Lauralee Plait,chg720@duke.edu,6471142139,Undergraduate,Pratt,5GbAXF9PI
zrq259,Sibley Whittenbury,zrq259@duke.edu,5223774732,Undergraduate,Pratt,EJsBtz
ogq674,Debbie Thexton,ogq674@duke.edu,9894900795,Undergraduate,Trinity,07RtaPZOc
ofs676,Sella Littlejohns,ofs676@duke.edu,9732242906,Undergraduate,Trinity,VrfvRfNVZ
edw686,Bailey Farre,edw686@duke.edu,2070581280,Undergraduate,Pratt,QgCqYH
agh893,Annalee Dougary,agh893@duke.edu,9500141395,Undergraduate,Pratt,l4pCRv79jd
ore779,Madelon Bruff,ore779@duke.edu,467671269,Undergraduate,Trinity,R8AbKWKI
tdu553,Consuelo Rayman,tdu553@duke.edu,8236280795,Undergraduate,Pratt,TDtQGm
bwi934,Somerset Penelli,bwi934@duke.edu,946633861,Undergraduate,Pratt,S6nFORMZ
tlk154,Gillan Bennit,tlk154@duke.edu,2385265490,Undergraduate,Pratt,ZkjWdzV
piu373,Palm Jiroutka,piu373@duke.edu,5328624625,Undergraduate,Trinity,jVulEGU1e5R
tsh397,Saw Faithfull,tsh397@duke.edu,9560096563,Undergraduate,Trinity,b3IrhOfZHmR6
pim594,Dottie Bosward,pim594@duke.edu,3624042080,Undergraduate,Trinity,jpm71N
pib440,Joletta Arran,pib440@duke.edu,4587084717,Undergraduate,Pratt,VMIZ3kA
kly684,Abby Dumingos,kly684@duke.edu,2187997669,Undergraduate,Pratt,MC4csq
okp326,Tate Richie,okp326@duke.edu,9306115726,Undergraduate,Trinity,QpPhYM6
jbv077,Moss McQuade,jbv077@duke.edu,6841073497,Undergraduate,Pratt,gE1A5ui
spg577,Harriet Danilin,spg577@duke.edu,1988179304,Graduate,Fuqua,FVartWY
asq383,Pete Vannini,asq383@duke.edu,808353191,Undergraduate,Pratt,MGVG9so
tox558,Elfrida Bannester,tox558@duke.edu,9110506944,Undergraduate,Pratt,BoyTAOX2gvC
lgc139,Melicent Hurdedge,lgc139@duke.edu,8958415605,Undergraduate,Trinity,tsynyc
wrj867,Ginger Doniso,wrj867@duke.edu,1076957414,Undergraduate,Pratt,P5Lxkcc
wtx778,Noelle Kilminster,wtx778@duke.edu,7137939226,Undergraduate,Trinity,JSPqLBn
utn722,Floris Curtain,utn722@duke.edu,9290422536,Undergraduate,Pratt,AMHWVzUST3
eya942,Halette Gladwish,eya942@duke.edu,6364422067,Undergraduate,Pratt,RPhobOw8k9VM
xni792,Tootsie Colnet,xni792@duke.edu,1217590089,Undergraduate,Pratt,BInPncL
pxm887,Constance Phillipp,pxm887@duke.edu,1594483045,Undergraduate,Trinity,dxHjiN
sql250,Errol Pfeifer,sql250@duke.edu,6056418901,Undergraduate,Trinity,pvdk2ABn
aqx325,Dulce Presland,aqx325@duke.edu,5374894555,Undergraduate,Trinity,rE279ar
yqr216,Juliann Anthon,yqr216@duke.edu,4272897938,Undergraduate,Pratt,EoYfjby
swe289,Jarid Laws,swe289@duke.edu,311374845,Undergraduate,Trinity,eAXgQ4E3Fjii
bsp354,Maynard Braidon,bsp354@duke.edu,5688182373,Undergraduate,Pratt,wH8wchWgo
wut576,Zebadiah McLay,wut576@duke.edu,8574787320,Undergraduate,Pratt,XNbBDmS9
fqk608,Jimmy Phaup,fqk608@duke.edu,9580913115,Undergraduate,Pratt,Ephh4cgAFF
icy147,Carole Sudworth,icy147@duke.edu,2177910511,Undergraduate,Pratt,DpTaVkx1RYFS
cfa464,Vern Ganning,cfa464@duke.edu,3365862900,Undergraduate,Pratt,YEsia5x
uld068,Juliane Norrey,uld068@duke.edu,4817295327,Undergraduate,Trinity,n1r0J3n
zyg382,Rodge Prahm,zyg382@duke.edu,4464720076,Undergraduate,Pratt,eilU6pOHdvU
qzc385,Nevsa Smitheram,qzc385@duke.edu,9720296362,Undergraduate,Trinity,na8QrKdngvL
yhx752,Cory Adamovsky,yhx752@duke.edu,6581052519,Undergraduate,Pratt,uUaENr9Dzpvu
yas802,Deanne Margerrison,yas802@duke.edu,3955847465,Undergraduate,Pratt,384cuD
ujc734,Jessamyn Toman,ujc734@duke.edu,7770814935,Undergraduate,Pratt,ci96aS
def685,Edin Jessup,def685@duke.edu,8389514854,Undergraduate,Trinity,5saogt
ahf738,Denys Rainbird,ahf738@duke.edu,5725850368,Undergraduate,Pratt,AczaUUHjFvrC
nra111,Salaidh Hamberston,nra111@duke.edu,7669653242,Undergraduate,Pratt,2PGN4629
aum274,Ariel Loan,aum274@duke.edu,7612911607,Undergraduate,Trinity,A41Qxac1s
hqu552,Alleyn Petrello,hqu552@duke.edu,8973901142,Undergraduate,Pratt,1Ulg2q
atx017,Amy Walduck,atx017@duke.edu,4769065186,Undergraduate,Trinity,yxz7XObb
bxr835,Lexi Rentz,bxr835@duke.edu,9530789666,Undergraduate,Trinity,XjRLOEJBBPv
pci017,Arnie Oseman,pci017@duke.edu,639583892,Undergraduate,Pratt,lwIPFBfm76K
jvu377,Virgilio Hardiman,jvu377@duke.edu,6831382160,Undergraduate,Pratt,4iFutFJjWa8l
hkx288,Cathryn Spybey,hkx288@duke.edu,8262897614,Undergraduate,Pratt,4s5QcWm6zFj
jah926,Lee Mayo,jah926@duke.edu,2228000488,Undergraduate,Pratt,GN4e7Tcox1
